db_id,TQL,SQL,fileName,filePath,result
Pesticide,Which commodities have the pesticides concentration much higher than their limit for detection?,SELECT commod FROM resultsdata15 WHERE concen > lod,Pesticide_test.json.sqlite,Pesticide_test.json.sqlite,Not available
Pesticide,Name top 5 labs with the maximum number of testing.,SELECT lab FROM resultsdata15 GROUP BY lab ORDER BY count(*) DESC LIMIT 5,Pesticide_test.json.sqlite,Pesticide_test.json.sqlite,Not available
Pesticide,Which country is the safest in terms of the pesticide concentration found in imported foods?,SELECT T1.country FROM sampledata15 as T1 JOIN resultsdata15 as T2 ON T1.sample_pk = T2.sample_pk GROUP BY T1.country ORDER BY sum(T2.concen) LIMIT 1,Pesticide_test.json.sqlite,Pesticide_test.json.sqlite,Not available
Pesticide,Which is the most popular state in the US in terms of commodities distribution?,SELECT distst FROM sampledata15 GROUP BY distst ORDER BY count(*) DESC LIMIT 1,Pesticide_test.json.sqlite,Pesticide_test.json.sqlite,Not available
Pesticide,What is the maximum pesticide concentration ever found in a commodity?,SELECT max(concen) FROM resultsdata15,Pesticide_test.json.sqlite,Pesticide_test.json.sqlite,Not available
Pesticide,When is sample 3763 collected?,"SELECT year, month, day FROM sampledata15 WHERE sample_pk = 3763",Pesticide_test.json.sqlite,Pesticide_test.json.sqlite,Not available
Pesticide,Which state has the most apple collected?,"SELECT distst FROM sampledata15 WHERE commod = ""AP"" GROUP BY distst ORDER BY count(*) DESC LIMIT 1",Pesticide_test.json.sqlite,Pesticide_test.json.sqlite,Not available
Pesticide,Which state has grow the most apples?,"SELECT growst FROM sampledata15 WHERE commod = ""AP"" GROUP BY growst ORDER BY count(*) DESC LIMIT 1",Pesticide_test.json.sqlite,Pesticide_test.json.sqlite,Not available
Pesticide,How many class of products are there?,SELECT count(DISTINCT variety) FROM sampledata15,Pesticide_test.json.sqlite,Pesticide_test.json.sqlite,Not available
Pesticide,what's the 4 digit collection code of sample 3763?,SELECT site FROM sampledata15 WHERE sample_pk = 3763,Pesticide_test.json.sqlite,Pesticide_test.json.sqlite,Not available
Pesticide,"If sample 6480 is imported, which country is it originally from?",SELECT country FROM sampledata15 WHERE sample_pk = 6480 AND origin = 2,Pesticide_test.json.sqlite,Pesticide_test.json.sqlite,Not available
Pesticide,How many number of units are there in sample 9628?,SELECT quantity FROM sampledata15 WHERE sample_pk = 9628,Pesticide_test.json.sqlite,Pesticide_test.json.sqlite,Not available
Pesticide,What's the code for test for sample 7498?,SELECT testclass FROM resultsdata15 WHERE sample_pk = 7498,Pesticide_test.json.sqlite,Pesticide_test.json.sqlite,Not available
Pesticide,What's the code for confirmation for the latest sample?,"SELECT confmethod FROM resultsdata15 as T2 JOIN sampledata15 as T1 ON T1.sample_pk = T2.sample_pk ORDER BY year, month, day DESC LIMIT 1",Pesticide_test.json.sqlite,Pesticide_test.json.sqlite,Not available
Pesticide,Which lab has analyzed the most sample?,SELECT lab FROM resultsdata15 GROUP BY lab ORDER BY count(*) DESC LIMIT 1,Pesticide_test.json.sqlite,Pesticide_test.json.sqlite,Not available
Pesticide,What's the majority of test classification result?,SELECT max(testclass) FROM resultsdata15,Pesticide_test.json.sqlite,Pesticide_test.json.sqlite,Not available
Pesticide,What's the unit of measure for sample 3879?,SELECT conunit FROM resultsdata15 WHERE sample_pk = 3879,Pesticide_test.json.sqlite,Pesticide_test.json.sqlite,Not available
Pesticide,What's the unit of measure used for the product commodity code PO?,"SELECT conunit FROM resultsdata15 WHERE commod = ""PO""",Pesticide_test.json.sqlite,Pesticide_test.json.sqlite,Not available
Pesticide,What's the mean result finding for product AP?,"SELECT mean FROM resultsdata15 WHERE commod = ""AP""",Pesticide_test.json.sqlite,Pesticide_test.json.sqlite,Not available
Pesticide,What's the most common extraction method?,SELECT max(extract) FROM resultsdata15,Pesticide_test.json.sqlite,Pesticide_test.json.sqlite,Not available
Pesticide,Which lab conduct of most number of tests?,SELECT lab FROM resultsdata15 GROUP BY lab ORDER BY count(*) DESC LIMIT 1,Pesticide_test.json.sqlite,Pesticide_test.json.sqlite,Not available
Pesticide,Which lab is used for testing for prodict AP?,"SELECT lab FROM resultsdata15 WHERE commod = ""AP""",Pesticide_test.json.sqlite,Pesticide_test.json.sqlite,Not available
Pesticide,How many samples come from other countries?,"SELECT count(*) FROM sampledata15 WHERE origin = ""2""",Pesticide_test.json.sqlite,Pesticide_test.json.sqlite,Not available
Pesticide,What kind of food has been tested 'detect' most?,"SELECT commod FROM resultsdata15 WHERE mean = ""A"" GROUP BY commod ORDER BY count(*) DESC LIMIT 1",Pesticide_test.json.sqlite,Pesticide_test.json.sqlite,Not available
Pesticide,Which state produce the most organic food?,"SELECT state FROM sampledata15 WHERE claim = ""PO"" GROUP BY state ORDER BY count(*) DESC LIMIT 1",Pesticide_test.json.sqlite,Pesticide_test.json.sqlite,Not available
Pesticide,Where do the US import the most food ?,SELECT max(country) FROM sampledata15,Pesticide_test.json.sqlite,Pesticide_test.json.sqlite,Not available
Pesticide,What kind of food has been test the most?,SELECT max(commod) FROM resultsdata15,Pesticide_test.json.sqlite,Pesticide_test.json.sqlite,Not available
Pesticide,Which kind of pesticide is the easiest to be tested?,SELECT max(pestcode) FROM resultsdata15,Pesticide_test.json.sqlite,Pesticide_test.json.sqlite,Not available
GeoNuclearData,What are the top 10 countries with most number of operational plants?,"SELECT Country FROM nuclear_power_plants WHERE Status = ""Operational"" GROUP BY Country ORDER BY count(Name) DESC LIMIT 10",GeoNuclearData.json.sqlite,GeoNuclearData.json.sqlite,Not available
GeoNuclearData,What are the planed nuclear power plants and their located countries?,"SELECT Name, Country FROM nuclear_power_plants WHERE Status = ""Planned""",GeoNuclearData.json.sqlite,GeoNuclearData.json.sqlite,Not available
GeoNuclearData,What’s the most used nuclear reactor model?,SELECT ReactorModel FROM nuclear_power_plants GROUP BY ReactorModel ORDER BY count(*) DESC LIMIT 1,GeoNuclearData.json.sqlite,GeoNuclearData.json.sqlite,Not available
GeoNuclearData,Which country is Kaiga-4 built in?,"SELECT Country FROM nuclear_power_plants WHERE Name = ""Kaiga-4""",GeoNuclearData.json.sqlite,GeoNuclearData.json.sqlite,Not available
GeoNuclearData,How many PHWR are there today?,"SELECT count(*) FROM nuclear_power_plants WHERE ReactorType = ""PHWR""",GeoNuclearData.json.sqlite,GeoNuclearData.json.sqlite,Not available
GeoNuclearData,How many kinds of nuclear reactor model in the world?,SELECT count(DISTINCT ReactorModel) FROM nuclear_power_plants,GeoNuclearData.json.sqlite,GeoNuclearData.json.sqlite,Not available
GeoNuclearData,How many nuclear power plants were shut down now?,"SELECT count(*) FROM nuclear_power_plants WHERE Status = ""Shutdown""",GeoNuclearData.json.sqlite,GeoNuclearData.json.sqlite,Not available
GeoNuclearData,How many countries have at least 3 nuclear power plants?,SELECT Country FROM nuclear_power_plants Group BY Country HAVING count(Name) > 3,GeoNuclearData.json.sqlite,GeoNuclearData.json.sqlite,Not available
GeoNuclearData,Which country has the most nuclear power plants?,SELECT Country FROM nuclear_power_plants GROUP BY Country ORDER BY count(name) DESC LIMIT 1,GeoNuclearData.json.sqlite,GeoNuclearData.json.sqlite,Not available
GeoNuclearData,Which country has only one nuclear power plants?,SELECT Country FROM nuclear_power_plants GROUP BY Country HAVING count(Name) = 1,GeoNuclearData.json.sqlite,GeoNuclearData.json.sqlite,Not available
GeoNuclearData,Which country has the most capacities of nuclear power plants?,SELECT Country FROM nuclear_power_plants GROUP BY Country ORDER BY sum(Capacity) DESC LIMIT 1,GeoNuclearData.json.sqlite,GeoNuclearData.json.sqlite,Not available
GeoNuclearData,Which country has the least capacities of nuclear power plants?,SELECT Country FROM nuclear_power_plants GROUP BY Country ORDER BY sum(Capacity) LIMIT 1,GeoNuclearData.json.sqlite,GeoNuclearData.json.sqlite,Not available
GeoNuclearData,What are the top 3 countries which have the most nuclear power plants?,SELECT Country FROM nuclear_power_plants GROUP BY Country ORDER BY sum(Name) DESC LIMIT 3,GeoNuclearData.json.sqlite,GeoNuclearData.json.sqlite,Not available
GeoNuclearData,Which country has the most nuclear station?,SELECT Country FROM nuclear_power_plants GROUP BY Country ORDER BY count(Name) DESC LIMIT 1,GeoNuclearData.json.sqlite,GeoNuclearData.json.sqlite,Not available
GeoNuclearData,Which county has the most nuclear station shut down?,"SELECT Country FROM nuclear_power_plants WHERE Status = ""Shutdown"" GROUP BY Country ORDER BY count(Name) DESC LIMIT 1",GeoNuclearData.json.sqlite,GeoNuclearData.json.sqlite,Not available
GeoNuclearData,What nuclear station has the largest nuclear power plant capacity?,SELECT Name FROM nuclear_power_plants ORDER BY Capacity DESC LIMIT 1,GeoNuclearData.json.sqlite,GeoNuclearData.json.sqlite,Not available
GeoNuclearData,How many operating nuclear station in France?,"SELECT count(*) FROM nuclear_power_plants WHERE Country = ""France"" and Status = ""Operational""",GeoNuclearData.json.sqlite,GeoNuclearData.json.sqlite,Not available
GeoNuclearData,How many nuclear station are under construction?,"SELECT count(Name) FROM nuclear_power_plants WHERE Status = ""Under Construction""",GeoNuclearData.json.sqlite,GeoNuclearData.json.sqlite,Not available
GeoNuclearData,What nuclear reactor model is the most popular?,SELECT ReactorModel FROM nuclear_power_plants GROUP BY ReactorModel ORDER BY count(*) DESC LIMIT 1,GeoNuclearData.json.sqlite,GeoNuclearData.json.sqlite,Not available
GeoNuclearData,Which country is Chinon-A3 in?,"SELECT Country FROM nuclear_power_plants WHERE Name = ""Chinon-A3""",GeoNuclearData.json.sqlite,GeoNuclearData.json.sqlite,Not available
GeoNuclearData,What are operational nuclear power plants in Japan called?,"SELECT Name FROM nuclear_power_plants where Status = ""Operational"" and Country = ""Japan""",GeoNuclearData.json.sqlite,GeoNuclearData.json.sqlite,Not available
GeoNuclearData,Which country first started using nuclear power plant(s)?,SELECT Country FROM nuclear_power_plants ORDER BY OperationalFrom LIMIT 1,GeoNuclearData.json.sqlite,GeoNuclearData.json.sqlite,Not available
GeoNuclearData,How many nuclear power plants are in preparation to be used in Japan?,"SELECT count(*) FROM nuclear_power_plants WHERE Country = ""Japan"" AND Status = ""Under Construction""",GeoNuclearData.json.sqlite,GeoNuclearData.json.sqlite,Not available
GeoNuclearData,What is the current situation of the nuclear power plant in the United States with the maximum capacity?,"SELECT Status FROM nuclear_power_plants WHERE Country = ""United States"" ORDER BY Capacity DESC LIMIT 1",GeoNuclearData.json.sqlite,GeoNuclearData.json.sqlite,Not available
GeoNuclearData,What is the maximum capacity of existing pressurized water reactor?,"SELECT max(Capacity) FROM nuclear_power_plants WHERE ReactorType = ""PWR"" and Status = ""Operational""",GeoNuclearData.json.sqlite,GeoNuclearData.json.sqlite,Not available
GeoNuclearData,Which nation has the most nuclear plants under construction?,"SELECT Country FROM nuclear_power_plants WHERE Status = ""Under Construction"" GROUP BY Country ORDER BY count(*) DESC LIMIT 1",GeoNuclearData.json.sqlite,GeoNuclearData.json.sqlite,Not available
GeoNuclearData,Which country has the most under constriction power plants to date?,"SELECT Country FROM nuclear_power_plants WHERE Status = ""Under Construction"" GROUP BY Country ORDER BY count(*) DESC LIMIT 1",GeoNuclearData.json.sqlite,GeoNuclearData.json.sqlite,Not available
GeoNuclearData,Where is the first BWR type power plant built and located?,"SELECT Longitude, Latitude FROM nuclear_power_plants WHERE ReactorType = ""BWR"" ORDER BY ConstructionStartAt LIMIT 1",GeoNuclearData.json.sqlite,GeoNuclearData.json.sqlite,Not available
GeoNuclearData,Which country lead the total capacity of the power plants it held?,SELECT Country FROM nuclear_power_plants GROUP BY Country ORDER BY sum(Capacity) DESC LIMIT 1,GeoNuclearData.json.sqlite,GeoNuclearData.json.sqlite,Not available
GeoNuclearData,What is the main source of the information for this table?,SELECT Source FROM nuclear_power_plants GROUP BY Source ORDER BY count(*) DESC LIMIT 1,GeoNuclearData.json.sqlite,GeoNuclearData.json.sqlite,Not available
GeoNuclearData,Which reactor type has the largest average capacity?,SELECT ReactorType FROM nuclear_power_plants GROUP BY ReactorType ORDER BY avg(Capacity) DESC LIMIT 1,GeoNuclearData.json.sqlite,GeoNuclearData.json.sqlite,Not available
GeoNuclearData,Which country is Kursk-1 in?,"SELECT Country FROM nuclear_power_plants WHERE Name = ""Kursk-1""",GeoNuclearData.json.sqlite,GeoNuclearData.json.sqlite,Not available
GeoNuclearData,What are the top 10 countries with most number of operational plants?,"SELECT Country FROM nuclear_power_plants WHERE Status = ""Operational"" GROUP BY Country ORDER BY count(Name) DESC LIMIT 10",GeoNuclearData_fewshot.json.sqlite,GeoNuclearData_fewshot.json.sqlite,Not available
GeoNuclearData,What are the planed nuclear power plants and their located countries?,"SELECT Name, Country FROM nuclear_power_plants WHERE Status = ""Planned""",GeoNuclearData_fewshot.json.sqlite,GeoNuclearData_fewshot.json.sqlite,Not available
GeoNuclearData,What’s the most used nuclear reactor model?,SELECT ReactorModel FROM nuclear_power_plants GROUP BY ReactorModel ORDER BY count(*) DESC LIMIT 1,GeoNuclearData_fewshot.json.sqlite,GeoNuclearData_fewshot.json.sqlite,Not available
GeoNuclearData,Which country is Kaiga-4 built in?,"SELECT Country FROM nuclear_power_plants WHERE Name = ""Kaiga-4""",GeoNuclearData_fewshot.json.sqlite,GeoNuclearData_fewshot.json.sqlite,Not available
GeoNuclearData,How many PHWR are there today?,"SELECT count(*) FROM nuclear_power_plants WHERE ReactorType = ""PHWR""",GeoNuclearData_fewshot.json.sqlite,GeoNuclearData_fewshot.json.sqlite,Not available
GeoNuclearData,How many kinds of nuclear reactor model in the world?,SELECT count(DISTINCT ReactorModel) FROM nuclear_power_plants,GeoNuclearData_fewshot.json.sqlite,GeoNuclearData_fewshot.json.sqlite,Not available
GeoNuclearData,How many nuclear power plants were shut down now?,"SELECT count(*) FROM nuclear_power_plants WHERE Status = ""Shutdown""",GeoNuclearData_fewshot.json.sqlite,GeoNuclearData_fewshot.json.sqlite,Not available
GeoNuclearData,How many countries have at least 3 nuclear power plants?,SELECT Country FROM nuclear_power_plants Group BY Country HAVING count(Name) > 3,GeoNuclearData_fewshot.json.sqlite,GeoNuclearData_fewshot.json.sqlite,Not available
GeoNuclearData,Which country has the most nuclear power plants?,SELECT Country FROM nuclear_power_plants GROUP BY Country ORDER BY count(name) DESC LIMIT 1,GeoNuclearData_fewshot.json.sqlite,GeoNuclearData_fewshot.json.sqlite,Not available
GeoNuclearData,Which country has only one nuclear power plants?,SELECT Country FROM nuclear_power_plants GROUP BY Country HAVING count(Name) = 1,GeoNuclearData_fewshot.json.sqlite,GeoNuclearData_fewshot.json.sqlite,Not available
GeoNuclearData,Which country has the most capacities of nuclear power plants?,SELECT Country FROM nuclear_power_plants GROUP BY Country ORDER BY sum(Capacity) DESC LIMIT 1,GeoNuclearData_test.json.sqlite,GeoNuclearData_test.json.sqlite,Not available
GeoNuclearData,Which country has the least capacities of nuclear power plants?,SELECT Country FROM nuclear_power_plants GROUP BY Country ORDER BY sum(Capacity) LIMIT 1,GeoNuclearData_test.json.sqlite,GeoNuclearData_test.json.sqlite,Not available
GeoNuclearData,What are the top 3 countries which have the most nuclear power plants?,SELECT Country FROM nuclear_power_plants GROUP BY Country ORDER BY sum(Name) DESC LIMIT 3,GeoNuclearData_test.json.sqlite,GeoNuclearData_test.json.sqlite,Not available
GeoNuclearData,Which country has the most nuclear station?,SELECT Country FROM nuclear_power_plants GROUP BY Country ORDER BY count(Name) DESC LIMIT 1,GeoNuclearData_test.json.sqlite,GeoNuclearData_test.json.sqlite,Not available
GeoNuclearData,Which county has the most nuclear station shut down?,"SELECT Country FROM nuclear_power_plants WHERE Status = ""Shutdown"" GROUP BY Country ORDER BY count(Name) DESC LIMIT 1",GeoNuclearData_test.json.sqlite,GeoNuclearData_test.json.sqlite,Not available
GeoNuclearData,What nuclear station has the largest nuclear power plant capacity?,SELECT Name FROM nuclear_power_plants ORDER BY Capacity DESC LIMIT 1,GeoNuclearData_test.json.sqlite,GeoNuclearData_test.json.sqlite,Not available
GeoNuclearData,How many operating nuclear station in France?,"SELECT count(*) FROM nuclear_power_plants WHERE Country = ""France"" and Status = ""Operational""",GeoNuclearData_test.json.sqlite,GeoNuclearData_test.json.sqlite,Not available
GeoNuclearData,How many nuclear station are under construction?,"SELECT count(Name) FROM nuclear_power_plants WHERE Status = ""Under Construction""",GeoNuclearData_test.json.sqlite,GeoNuclearData_test.json.sqlite,Not available
GeoNuclearData,What nuclear reactor model is the most popular?,SELECT ReactorModel FROM nuclear_power_plants GROUP BY ReactorModel ORDER BY count(*) DESC LIMIT 1,GeoNuclearData_test.json.sqlite,GeoNuclearData_test.json.sqlite,Not available
GeoNuclearData,Which country is Chinon-A3 in?,"SELECT Country FROM nuclear_power_plants WHERE Name = ""Chinon-A3""",GeoNuclearData_test.json.sqlite,GeoNuclearData_test.json.sqlite,Not available
GeoNuclearData,What are operational nuclear power plants in Japan called?,"SELECT Name FROM nuclear_power_plants where Status = ""Operational"" and Country = ""Japan""",GeoNuclearData_test.json.sqlite,GeoNuclearData_test.json.sqlite,Not available
GeoNuclearData,Which country first started using nuclear power plant(s)?,SELECT Country FROM nuclear_power_plants ORDER BY OperationalFrom LIMIT 1,GeoNuclearData_test.json.sqlite,GeoNuclearData_test.json.sqlite,Not available
GeoNuclearData,How many nuclear power plants are in preparation to be used in Japan?,"SELECT count(*) FROM nuclear_power_plants WHERE Country = ""Japan"" AND Status = ""Under Construction""",GeoNuclearData_test.json.sqlite,GeoNuclearData_test.json.sqlite,Not available
GeoNuclearData,What is the current situation of the nuclear power plant in the United States with the maximum capacity?,"SELECT Status FROM nuclear_power_plants WHERE Country = ""United States"" ORDER BY Capacity DESC LIMIT 1",GeoNuclearData_test.json.sqlite,GeoNuclearData_test.json.sqlite,Not available
GeoNuclearData,What is the maximum capacity of existing pressurized water reactor?,"SELECT max(Capacity) FROM nuclear_power_plants WHERE ReactorType = ""PWR"" and Status = ""Operational""",GeoNuclearData_test.json.sqlite,GeoNuclearData_test.json.sqlite,Not available
GeoNuclearData,Which nation has the most nuclear plants under construction?,"SELECT Country FROM nuclear_power_plants WHERE Status = ""Under Construction"" GROUP BY Country ORDER BY count(*) DESC LIMIT 1",GeoNuclearData_test.json.sqlite,GeoNuclearData_test.json.sqlite,Not available
GeoNuclearData,Which country has the most under constriction power plants to date?,"SELECT Country FROM nuclear_power_plants WHERE Status = ""Under Construction"" GROUP BY Country ORDER BY count(*) DESC LIMIT 1",GeoNuclearData_test.json.sqlite,GeoNuclearData_test.json.sqlite,Not available
GeoNuclearData,Where is the first BWR type power plant built and located?,"SELECT Longitude, Latitude FROM nuclear_power_plants WHERE ReactorType = ""BWR"" ORDER BY ConstructionStartAt LIMIT 1",GeoNuclearData_test.json.sqlite,GeoNuclearData_test.json.sqlite,Not available
GeoNuclearData,Which country lead the total capacity of the power plants it held?,SELECT Country FROM nuclear_power_plants GROUP BY Country ORDER BY sum(Capacity) DESC LIMIT 1,GeoNuclearData_test.json.sqlite,GeoNuclearData_test.json.sqlite,Not available
GeoNuclearData,What is the main source of the information for this table?,SELECT Source FROM nuclear_power_plants GROUP BY Source ORDER BY count(*) DESC LIMIT 1,GeoNuclearData_test.json.sqlite,GeoNuclearData_test.json.sqlite,Not available
GeoNuclearData,Which reactor type has the largest average capacity?,SELECT ReactorType FROM nuclear_power_plants GROUP BY ReactorType ORDER BY avg(Capacity) DESC LIMIT 1,GeoNuclearData_test.json.sqlite,GeoNuclearData_test.json.sqlite,Not available
GeoNuclearData,Which country is Kursk-1 in?,"SELECT Country FROM nuclear_power_plants WHERE Name = ""Kursk-1""",GeoNuclearData_test.json.sqlite,GeoNuclearData_test.json.sqlite,Not available
StudentMathScore,What are the top five states in descending order in terms of revenue provided to school districts?,SELECT T2.state FROM FINREV_FED_KEY_17 as T2 JOIN FINREV_FED_17 as T1 ON T1.state_code = T2.State_Code GROUP BY T1.state_code ORDER BY sum(t_fed_rev),StudentMathScore_fewshot.json.sqlite,StudentMathScore_fewshot.json.sqlite,Not available
StudentMathScore,What are the top five states in descending order in terms of the number of school districts per state?,SELECT T2.state FROM FINREV_FED_17 as T1 JOIN FINREV_FED_KEY_17 as T2 ON T1.state_code = T2.state_code GROUP BY T2.state ORDER BY count(school_district) DESC LIMIT 5,StudentMathScore_fewshot.json.sqlite,StudentMathScore_fewshot.json.sqlite,Not available
StudentMathScore,"For each state, when was the last time the average score data was collected?","SELECT state, max(year) FROM NDECoreExcel_Math_Grade8 GROUP BY state",StudentMathScore_fewshot.json.sqlite,StudentMathScore_fewshot.json.sqlite,Not available
StudentMathScore,"How much federal funding did Faifaix County, VA schools receive in all forms?","SELECT t_fed_rev FROM FINREV_FED_17 WHERE school_district = ""FAIRFAX CO SCHS""",StudentMathScore_fewshot.json.sqlite,StudentMathScore_fewshot.json.sqlite,Not available
StudentMathScore,How much did the federal government spend in No Child Left Behind funding in 2017?,SELECT sum(c14) FROM FINREV_FED_17 WHERE yr_data = 17,StudentMathScore_fewshot.json.sqlite,StudentMathScore_fewshot.json.sqlite,Not available
StudentMathScore,How many Wisconsin school districts receive federal funding?,"SELECT count(*) FROM FINREV_FED_17 WHERE school_district LIKE ""%Wisconsin%""",StudentMathScore_fewshot.json.sqlite,StudentMathScore_fewshot.json.sqlite,Not available
StudentMathScore,Which state performs best on the NAEP 8th grade math test?,SELECT state FROM NDECoreExcel_Math_Grade8 ORDER BY average_scale_score DESC LIMIT 1,StudentMathScore_fewshot.json.sqlite,StudentMathScore_fewshot.json.sqlite,Not available
StudentMathScore,Which federally-funded state performs worst on the NAEP math exam for eighth graders?,SELECT state FROM NDECoreExcel_Math_Grade8 ORDER BY average_scale_score LIMIT 1,StudentMathScore_fewshot.json.sqlite,StudentMathScore_fewshot.json.sqlite,Not available
StudentMathScore,What is the average NAEP math score for all eighth graders in federally-funded states?,SELECT avg(average_scale_score) FROM NDECoreExcel_Math_Grade8,StudentMathScore_fewshot.json.sqlite,StudentMathScore_fewshot.json.sqlite,Not available
WorldSoccerDataBase,What is the away team against Omiya Ardija in 2018?,"SELECT AwayTeam FROM football_data WHERE HomeTeam = ""Omiya Ardija"" AND Season LIKE ""%2018%""",WorldSoccerDataBase_test.json.sqlite,WorldSoccerDataBase_test.json.sqlite,Not available
WorldSoccerDataBase,How many matches in Spain in 2010?,"SELECT count(*) FROM football_data WHERE Season LIKE ""%2010%"" AND Country = ""Spain""",WorldSoccerDataBase_test.json.sqlite,WorldSoccerDataBase_test.json.sqlite,Not available
WorldSoccerDataBase,Which matches has the highest draw opening so far?,SELECT MATCH FROM betfront ORDER BY DRAW_OPENING DESC LIMIT 1,WorldSoccerDataBase_test.json.sqlite,WorldSoccerDataBase_test.json.sqlite,Not available
WorldSoccerDataBase,Which year has most matches?,SELECT YEAR FROM betfront GROUP BY YEAR ORDER BY count(*) DESC LIMIT 1,WorldSoccerDataBase_test.json.sqlite,WorldSoccerDataBase_test.json.sqlite,Not available
WorldSoccerDataBase,How many matches did Pinnacle have betting records?,"SELECT count(*) FROM football_data WHERE PSH != """" AND PSD != """" AND PSA != """"",WorldSoccerDataBase_test.json.sqlite,WorldSoccerDataBase_test.json.sqlite,Not available
WorldSoccerDataBase,How many matches did Bet365 gives higher home win odds than Pinnacle?,SELECT count(*) FROM football_data WHERE B365H > PSH,WorldSoccerDataBase_test.json.sqlite,WorldSoccerDataBase_test.json.sqlite,Not available
WorldSoccerDataBase,How many games that the total number of goals exceed 5?,SELECT count(*) FROM football_data WHERE FTHG + FTAG > 5,WorldSoccerDataBase_test.json.sqlite,WorldSoccerDataBase_test.json.sqlite,Not available
WorldSoccerDataBase,What is the highest home losing odds in Bet365 ever?,SELECT max(B365A) FROM football_data,WorldSoccerDataBase_test.json.sqlite,WorldSoccerDataBase_test.json.sqlite,Not available
WorldSoccerDataBase,How many number of games ended in a 0-0 tie?,SELECT count(*) FROM football_data WHERE FTHG = 0 AND FTAG = 0,WorldSoccerDataBase_test.json.sqlite,WorldSoccerDataBase_test.json.sqlite,Not available
WorldSoccerDataBase,How many league division does football_data database has?,SELECT count(Div) FROM football_data,WorldSoccerDataBase_test.json.sqlite,WorldSoccerDataBase_test.json.sqlite,Not available
WorldSoccerDataBase,Do other leagues have referee name records outside of Scotland and England?,"SELECT count(League) FROM football_data WHERE Country != ""Scotland"" and Country != ""England"" and Referee != """"",WorldSoccerDataBase_test.json.sqlite,WorldSoccerDataBase_test.json.sqlite,Not available
WorldSoccerDataBase,What's the odds for draw on Bet365 for the game Swindon v.s. Millwall for 2016/2017 season?,"SELECT B365D FROM football_data WHERE HomeTeam = ""Swindon"" and AwayTeam = ""Millwall"" and Season = ""2016/2017""",WorldSoccerDataBase_test.json.sqlite,WorldSoccerDataBase_test.json.sqlite,Not available
StudentMathScore,What are the top five states in descending order in terms of revenue provided to school districts?,SELECT T2.state FROM FINREV_FED_KEY_17 as T2 JOIN FINREV_FED_17 as T1 ON T1.state_code = T2.State_Code GROUP BY T1.state_code ORDER BY sum(t_fed_rev),StudentMathScore.json.sqlite,StudentMathScore.json.sqlite,Not available
StudentMathScore,What are the top five states in descending order in terms of the number of school districts per state?,SELECT T2.state FROM FINREV_FED_17 as T1 JOIN FINREV_FED_KEY_17 as T2 ON T1.state_code = T2.state_code GROUP BY T2.state ORDER BY count(school_district) DESC LIMIT 5,StudentMathScore.json.sqlite,StudentMathScore.json.sqlite,Not available
StudentMathScore,"For each state, when was the last time the average score data was collected?","SELECT state, max(year) FROM NDECoreExcel_Math_Grade8 GROUP BY state",StudentMathScore.json.sqlite,StudentMathScore.json.sqlite,Not available
StudentMathScore,"How much federal funding did Faifaix County, VA schools receive in all forms?","SELECT t_fed_rev FROM FINREV_FED_17 WHERE school_district = ""FAIRFAX CO SCHS""",StudentMathScore.json.sqlite,StudentMathScore.json.sqlite,Not available
StudentMathScore,How much did the federal government spend in No Child Left Behind funding in 2017?,SELECT sum(c14) FROM FINREV_FED_17 WHERE yr_data = 17,StudentMathScore.json.sqlite,StudentMathScore.json.sqlite,Not available
StudentMathScore,How many Wisconsin school districts receive federal funding?,"SELECT count(*) FROM FINREV_FED_17 WHERE school_district LIKE ""%Wisconsin%""",StudentMathScore.json.sqlite,StudentMathScore.json.sqlite,Not available
StudentMathScore,Which state performs best on the NAEP 8th grade math test?,SELECT state FROM NDECoreExcel_Math_Grade8 ORDER BY average_scale_score DESC LIMIT 1,StudentMathScore.json.sqlite,StudentMathScore.json.sqlite,Not available
StudentMathScore,Which federally-funded state performs worst on the NAEP math exam for eighth graders?,SELECT state FROM NDECoreExcel_Math_Grade8 ORDER BY average_scale_score LIMIT 1,StudentMathScore.json.sqlite,StudentMathScore.json.sqlite,Not available
StudentMathScore,What is the average NAEP math score for all eighth graders in federally-funded states?,SELECT avg(average_scale_score) FROM NDECoreExcel_Math_Grade8,StudentMathScore.json.sqlite,StudentMathScore.json.sqlite,Not available
StudentMathScore,Which school district receive the most of federal revenue through state in Wisconsin?,"SELECT T1.school_district FROM FINREV_FED_17 as T1 JOIN FINREV_FED_KEY_17 as T2 ON T1.state_code = T2.state_code WHERE T2.state = ""Wisconsin"" ORDER BY T1.t_fed_rev DESC LIMIT 1",StudentMathScore.json.sqlite,StudentMathScore.json.sqlite,Not available
StudentMathScore,What is the average Title 1 fund in Virginia?,"SELECT avg(T1.c14) FROM FINREV_FED_17 as T1 JOIN FINREV_FED_KEY_17 as T2 ON T1.state_code = T2.state_code WHERE T2.state = ""Virginia""",StudentMathScore.json.sqlite,StudentMathScore.json.sqlite,Not available
